Epoch,AverageEpRet,StdEpRet,MaxEpRet,MinEpRet,EpLen,AverageVVals,StdVVals,MaxVVals,MinVVals,TotalEnvInteracts,LossPi,LossV,DeltaLossPi,DeltaLossV,Entropy,KL,ClipFrac,StopIter,Time
0,-83.589745,16.090637,-40.0,-100.0,246.46152999999998,0.21384756,0.21380922,1.2467892,-0.6297106,10000,-3.228585e-08,1111.8457,-0.031205438,-361.37827000000004,3.4342082,0.015000652,0.2140214,64.0,27.17832589149475
1,-80.0,18.810799,-30.0,-100.0,251.76923,-7.7838707,3.8158627,9.394333,-9.331745,20000,-3.7252903e-09,728.2744,-0.034111407,-176.56316999999999,3.4129286,0.014781506000000002,0.23542355,79.0,55.478297472000115
2,-80.76923000000001,17.004465,-40.0,-100.0,249.17949,-12.592771,4.1335334999999995,14.207766000000001,-14.375687,30000,-2.6077032000000006e-08,554.23535,-0.028469965,-136.20926,3.4014246,0.015070568000000001,0.20622063,49.0,80.59185862541199
3,-75.52631,20.480719,-30.0,-100.0,261.5263,-17.205265,3.7129543,17.140984,-18.794220000000003,40000,-2.4835270000000003e-09,389.4121,-0.032298546000000004,-96.85891,3.3851682999999997,0.013256068000000001,0.19711971,79.0,106.27076935768127
4,-82.432434,14.594595000000002,-50.0,-100.0,261.02704,-17.669098,6.1455374,6.4519863,-22.423975,50000,-2.4835270000000003e-09,299.9653,-0.034684855,-53.87666,3.3702676,0.01392733,0.2190219,79.0,131.74968409538272
5,-78.1579,18.758194,-30.0,-100.0,253.36842000000001,-20.68465,6.268321,-0.12933207,-25.677591,60000,-4.9670540000000006e-09,250.20087999999998,-0.036184142999999995,-39.233109999999996,3.343507,0.010442148,0.19791979999999998,79.0,156.21067166328433
6,-78.37838,20.336828,-20.0,-100.0,258.3784,-21.429747,7.8913307,3.6247407999999997,-28.505959000000004,70000,1.2417635e-09,244.86096,-0.037376348,-34.549744,3.3353205000000004,0.011493443999999998,0.19181919,79.0,181.84759044647217
7,-78.42105,18.42857,-30.0,-100.0,247.3421,-21.847198000000002,9.458994,5.3411045,-30.922625,80000,-8.692344000000001e-09,246.75816,-0.03998639,-43.651,3.312782,0.014096741000000001,0.22832282,79.0,206.1910171508789
8,-79.73684,17.089062,-30.0,-100.0,252.3421,-22.707735,10.138580000000001,19.002518,-33.407536,90000,3.7252903e-09,202.89661999999998,-0.02854912,-32.277429999999995,3.2871916,0.015015546999999999,0.16271627,40.0,229.54905009269714
9,-75.52631,19.15276,-40.0,-100.0,255.8421,-23.690073,11.364512,7.8260603,-35.56174,100000,-2.4835270000000003e-09,175.81703000000002,-0.036545724,-25.951263,3.2869650999999998,0.014120434,0.20472045,79.0,253.52939987182617
